course_id,lecture_id,course_title,lecture_title
course_2302,lecture_2882,React Redux Ecommerce - Master MERN Stack Web Development,Create Product with Category
course_2015,lecture_1013,The Complete Web Development Bootcamp,Parent and child components are re-rendered upon each state change
course_664,lecture_8110,AZ-400 Designing and Implementing DevOps Certification 2022,Lab - Azure pipelines - Gates - Query work items
course_1827,lecture_5963,Python for Data Analysis & Visualization,Python Overview
course_1083,lecture_8463,YouTube Creator Course: Audio & Video Production for Youtube,How to add Titles and Graphics in Premiere Pro | YouTube Video Creator Course
course_1928,lecture_4588,Complete Kotlin Coroutines development course 2023,async
course_1411,lecture_3879,Algorithms and Data Structures in C#: Complete Tutorial,Intro to Data Structures
course_622,lecture_2035,Mastering Microsoft Configuration Manager (SCCM) Training,MDT - Microsoft Deployment Tool  - Installation and Standalone Scenarios
course_112,lecture_4317,Devops Fundamentals - CI/CD with AWS +Docker+Ansible+Jenkins,Create new Jenkin Job for Deploying the Apps
course_911,lecture_3416,C# Advanced Concepts,Partial Classes And Methods
course_564,lecture_3010,Progressive Web Apps (PWA) - The Complete Guide,Our First Progressive Web App
course_1191,lecture_8779,The Complete Salesforce Certified Associate Course,Commerce Cloud
course_1572,lecture_7072,PL-400: Microsoft Power Platform Developer,"80, 81. Implement Azure Key Vault, and manage sensitive input/output parameters"
course_1023,lecture_8824,The Complete UML Course (2023): Learn to Design UML Diagrams,Use Case Diagram examples
course_1005,lecture_7724,Master Data Engineering using GCP Data Analytics,Overview of GCP Cloud SQL
course_1881,lecture_6426,Master Microsoft Word Beginner to Advanced,Microsoft Word's File Tab
course_1281,lecture_1138,Relational Database Design,Different Types of Databases?
course_1725,lecture_1527,Angular Testing Masterclass (Angular 17),Unit Testing with Jasmine - Introduction to Jasmine Spies
course_769,lecture_2176,Mastering Amazon Redshift and Serverless for Data Engineers,Validate JSON Data in AWS s3 using Pandas
course_2073,lecture_6854,50 Personal Development And Personal Productivity Skills,"How to test if you've formed a habit, and determining habit strength"
course_2319,lecture_3795,AZ-303 Azure Architecture Technologies Exam Prep,Create an Application Gateway
course_1944,lecture_6796,Adobe After Effects CC - Motion Graphics Design & VFX,Working with Illustrator in After Effects
course_978,lecture_4725,"Microservices with Spring Boot, Spring Cloud, Docker, K8s",Setting Sonar with Jenkins
course_2247,lecture_9216,IELTS Step-by-step MASTERING ALL SKILLS 7+,SPEAKING Pronunciation—Intonation
course_2338,lecture_6503,"Machine Learning, Data Science and Generative AI with Python",Ensemble Learning
course_624,lecture_7228,Deploy Java Spring Apps Online to Amazon Cloud (AWS),Deploy MySQL Database in AWS with RDS - Demo - Configure Database
course_2157,lecture_8686,Linux Foundation Certified Systems Administrator - LFCS,Create and manage RAID devices
course_1581,lecture_1427,MuleSoft Certified Integration Architect Course - MCIA,Setup maven nexus repository and use in mule projects
course_1441,lecture_4155,The Complete Java Development Bootcamp,Bank Management – Part 4
course_1946,lecture_8342,Django Masterclass : Build 9 Real World Django Projects,How To Create & Setup Django Project
course_305,lecture_8887,"Cloud-Native: Microservices, Kubernetes, Service Mesh, CI/CD",Step 5. Access Grafana Dashboard
course_2263,lecture_1584,[NEW] Building Microservices with Spring Boot & Spring Cloud,Circuit Breaker Pattern implementation using Resilience4j - Part 3
course_270,lecture_8328,Azure Kubernetes Service - AKS,[ HANDS-ON ] Basic External Load Balancer with static outbound IP
course_591,lecture_2566,Leadership: You Can Speak Like a Leader,Speak Your Thought Leadership
course_82,lecture_3491,Excel Formulas Made Easy - Learn more than 100 Formulas,VLOOKUP Function for an Exact Match
course_814,lecture_8998,AZ-204: Developing Solutions for Microsoft Azure - NEW,What is the API Management service
course_1877,lecture_6737,The Complete Ethical Hacking Course,Post Method SQLi
course_1333,lecture_3950,The Complete Pandas Bootcamp 2024: Data Science with Python,Pivoting DataFrames with pivot()
course_2366,lecture_7796,Mastering DAX Calculations in Microsoft Power BI,Streamline Your Workflow: Efficient Power BI Development
course_96,lecture_5530,Angular Advanced MasterClass & FREE E-Book,How To Debug Angular Tests
course_1286,lecture_7338,Electron for Desktop Apps: The Complete Developer's Guide,Adding Polish to Electron
course_1378,lecture_1800,C# .NET Core 8 with MS SQL Complete Beginner to Master 2023,Stored Procedure Creation
course_452,lecture_5863,"PostgreSQL Bootcamp : Go From Beginner to Advanced, 60+hours",DROP a policy
course_726,lecture_7980,Data Structures A-Z : Data Structures + Algorithms Bootcamp,Introduction to Stack Data Structures
course_1853,lecture_3421,Effective Human Resource Administration,Workplace Violence (Part 10)
course_877,lecture_5473,Deep Learning: Recurrent Neural Networks in Python,Uploading your own data to Google Colab
course_11,lecture_446,Certified Strategy Professional (CSP),KPIs Selection
course_1004,lecture_1220,Complete AWS Cloud Practitioner Training - CLF-C02,Amazon CloudWatch
course_553,lecture_905,Certified Kubernetes Administrator 2023,Creating TLS Certificate for Authentication
course_1706,lecture_3870,Shell Scripting: Discover How to Automate Command Line Tasks,"Shell Scripting, Part II"
course_531,lecture_2778,Certified ISTQB® Test Manager Advanced Level Exam (CTAL-TM),Test Planning & Control Q&A
course_43,lecture_5158,Application Security Fundamentals for the Absolute Beginners,Infrastructure As Code Basics and its tools
course_545,lecture_6185,Intune (MDM / MAM) Microsoft training course with HANDS ON,"A Foundation of RAS, DMZ, and Virtualization"
course_1867,lecture_1670,Stock Market Trading: The Complete Technical Analysis Course,Which Moving Average Should You Use
course_921,lecture_4622,Azure DevOps Fundamentals for Beginners,Azure Boards Overview
course_1319,lecture_7708,Azure Databricks & Spark For Data Engineers (PySpark / SQL),Unity Catalog Object Model Overview
course_1496,lecture_6753,Ukrainian language course for beginners,Intonation. Types of Sentences
course_1965,lecture_6528,Practical Java : Spring Boot 3 REST API with Elasticsearch 8,More About Spring Framework
course_537,lecture_5582,Beginner to Pro in Excel: Financial Modeling and Valuation,"Key Excel functions: SUM, SUMIF and SUMIFS"
course_1395,lecture_7167,Microsoft SQL Server Reporting Services (SSRS): 2022 edition,Creating shared dataset
course_340,lecture_2651,Building Real-Time REST APIs with Spring Boot - Blog App,Spring Boot POST REST API - @PostMapping and @RequestBody
course_2129,lecture_6278,AWS Certified Cloud Practitioner CLF-C02,Key AWS App Integration Services - An Overview
course_695,lecture_7057,Python on the Backend,Installing Jupyter Notebook on Windows
course_312,lecture_357,Angular Core Deep Dive - Beginner to Advanced (Angular 17),Angular AfterContentChecked Lifecycle Hook - Use Cases and Pitfalls
course_516,lecture_4698,ChatGPT Masterclass - Build Solutions and Apps with ChatGPT,Deploy OpenAI ChatGPT to Azure functions
course_2078,lecture_1352,Learn GraphQL with .Net Core For Absolute Beginners,Test GraphQL Queries and Mutations
course_1864,lecture_5294,Pre-Investing: Essential Real Estate Investing Concepts,"To buy profitably, you must value accurately"
course_340,lecture_6218,Building Real-Time REST APIs with Spring Boot - Blog App,Connect to AWS MySQL Database from MySQL Workbench
course_1991,lecture_3849,Financial Management A Complete Study for CA/CMA/CS/CFA/ACCA,Statement of Profit and Loss
course_715,lecture_7607,Learn DevOps: Infrastructure Automation With Terraform,Understanding Infrastructure as Code (IaC)
course_1719,lecture_4739,"[NEW] Master Spring 6, Spring Boot 3, REST, JPA, Hibernate",Consuming Rest Services using WebClient
course_1882,lecture_8749,Master Class : Smart Money Concepts - Key Level strategies,Story of Smart Money Concepts
course_101,lecture_3414,The Complete Cyber Security Course : Hackers Exposed!,Threat Modeling and Risk Assessments
course_1643,lecture_4954,Econometrics and Statistics for Business in R & Python,Calculating the impact
course_2286,lecture_6615,MuleSoft 4.X Complete Guide For Beginners- Hands On Projects,Calling database stored procedure with in and out parameters
course_234,lecture_4525,Enterprise Architecture by Example,Information Systems Architectures
course_1259,lecture_3429,Microsoft Power BI - The Practical Guide 2023,Formatting Chart Colors
course_1381,lecture_2354,The Ultimate Microsoft Excel Mastery Bundle - 8 Courses,Loading Files into Excel
course_363,lecture_4880,"API Testing with Python 3 & PyTest, Backend Automation 2023",Using Debugger (pdb) With Docker
course_2177,lecture_2520,Salesforce Certified Advanced Administrator - Part 1,Creating a Hybrid Junction Object
course_110,lecture_6114,Dynamic programming,Minimum cost for tickets (solution)
course_857,lecture_4667,SDET/Test Architect Essentials -Road to Full stack QA,Jenkin Pipeline view plugin to chain the jobs -Demo
course_2191,lecture_3362,The Windows Presentation Foundation WPF Guide for beginners,Radio Buttons
course_641,lecture_8223,The Complete SAP Analytics Cloud Course,SAP Analytics Hub overview
course_251,lecture_8741,ChatGPT AI Complete Course: ChatGPT Beginner-Expert. ChatGPT,Presentation Scripting & Writing With Chat GPT
course_1353,lecture_2369,The Complete Android 14 & Kotlin Development Masterclass,Adding Text to speech to our application
course_1774,lecture_4107,Automate Everything with Python,Create an English Dictionary
course_1098,lecture_5797,Apache Spark and Databricks - Stream Processing in Lakehouse,Implementing CI CD Pipeline
course_1585,lecture_6095,Salesforce Certified Administrator Training (Nov 2023),Data Management Best Practice
course_1745,lecture_3964,Web Server IIS Mastery Course,Windows authentication
course_1035,lecture_1506,Practical Kubernetes Guide,Securing AKS Secrets using Key Vault
course_2141,lecture_6860,Spring Boot Fundamentals,Spring JMS
course_1245,lecture_8842,Complete C# Unity Game Developer 2D,Button Layout
course_1155,lecture_2952,"Microsoft Dynamics 365 (CRM, NAV, AX) Intro Training Course",Dynamics 365 For Financials Application Navigation
course_256,lecture_4369,Selenium WebDriver 4 With Java - Novice To Ninja [2023],Setting Up Cucumber Project
course_347,lecture_3258,The Ultimate SAP S/4HANA Course 2023: From Zero to Expert,What's SAP S/4HANA
course_1925,lecture_6212,Design Microservices Architecture with Patterns & Principles,Design & Evaluate: Microservices Architecture with Backends for Frontend Pattern
course_657,lecture_9280,Mastering Visual Studio Code,Remote development inside Docker
course_835,lecture_1982,UIPath RPA - Tech Primer,Databases in business systems
course_1476,lecture_7495,Advanced Functional Safety: ISO 26262 Part 3 Concept Phase,Hazard Analysis and Risk Assessment (HARA)
course_1799,lecture_1388,Microsoft Modern Windows Desktop Admin course with SIMS,Importing Windows Images into the Microsoft Deployment Toolkit (MDT)
course_1744,lecture_7568,Generative AI for Leaders & Business Professionals,AI Tools
course_2139,lecture_2805,Ultimate Guide to Data Streaming with AWS Kinesis,Java Demo: Consuming Records from KDS with AWS SDK
course_464,lecture_1798,"After Effects CC Masters: VFX, Motion Graphics, Animation+",Importing Your Assets | After Effects Course
course_2001,lecture_8439,"Automation Testing Masterclass - Selenium, Cucumber and More",Automating REST Calls Using RestAssured
course_1711,lecture_5359,PMP Certification Exam Prep Course 35 PDU Contact Hours/PDU,My PMP Exam Simulator
course_384,lecture_5714,Google Cloud (GCP) MasterClass 2023 : GCP for Beginner - Pro,Deployment Manager in GCP
course_2337,lecture_6039,Leadership & Management Skills: 2-in-1 Masterclass,Leaders Eat Last By Simon Sinek
course_1506,lecture_6933,Microsoft Power BI - Up & Running With Power BI Service,BEST PRACTICES: Power BI Service Administration
course_275,lecture_3439,Fixed Income Analytics: Pricing and Risk Management,Duration
course_204,lecture_5839,Object-Oriented UX (OOUX) Fundamentals,Create connected objects
course_275,lecture_3420,Fixed Income Analytics: Pricing and Risk Management,Interest Rate Risk
course_1332,lecture_4569,Real time Full Azure training for System Administrators,Azure Desired State Configuration Automation Account - VM extenstion Demo
course_2299,lecture_8499,Dart and Flutter: The Complete Developer's Guide,Dart Local Installation
course_347,lecture_6800,The Ultimate SAP S/4HANA Course 2023: From Zero to Expert,Introducing SuccessFactors
course_1246,lecture_7258,Microsoft Intune Training (Includes Self Practice LABs),Configure Single Sign On – SSO for Windows Active Directory and Azure AD
course_1892,lecture_5367,DP-900 Microsoft Azure Data Fundamentals Certification 2023,Lab - Azure Data Factory
course_979,lecture_8495,TypeScript Complete Course - Beginner To Advanced  + Project,Create Custom Material UI Theme
course_1802,lecture_3533,The Modern Angular Bootcamp,Lifecycle Hooks
course_380,lecture_6112,The Complete Android N Developer Course,Advanced Keyboard Management
course_747,lecture_237,The Web Developer Bootcamp 2023,Signing Cookies
course_1415,lecture_9219,The Complete Node.js Developer Course (3rd Edition),What is Node.js?
course_1432,lecture_6214,AZ-500 Microsoft Azure Security Exam Certification 2022,NEW - Lab - Azure SQL database - Service Endpoints
course_643,lecture_6389,The Complete Web Developer Course 3.0,Project: Portfolio Website Pt3
course_239,lecture_764,"Build an app with React, Redux and Firestore from scratch",React class components
course_1643,lecture_4952,Econometrics and Statistics for Business in R & Python,Interpreting Causal Impact results
course_170,lecture_2671,The Complete Nutanix Private Cloud Solution Bootcamp.,Create Image Service Disk and ISO images.
course_1381,lecture_2337,The Ultimate Microsoft Excel Mastery Bundle - 8 Courses,Introduction to Excel Dashboards
course_842,lecture_1132,Electrical Schematics (Industrial Controls),Section 2.3 : Switchgear details - Circuit Breaker
course_1256,lecture_1050,PL-900 Microsoft Power Platform Fundamentals Complete Guide,1.3.5 DLP demo
course_2394,lecture_8707,Organic Chemistry: Spectroscopy Master Class,(VIDEO QUIZ!) Predicting Chemical Shifts
course_2333,lecture_7913,SAP : Supply Chain Logistics & Transportation in S/4 HANA,SAP Picking Demonstration & Config
course_2263,lecture_7397,[NEW] Building Microservices with Spring Boot & Spring Cloud,Connection Between Spring Boot and RabbitMQ
course_747,lecture_9171,The Web Developer Bootcamp 2023,Creating New Farms
course_688,lecture_6816,Selenium Java : Beginner to Advanced [Live Project],Sikuli (SikuliX API)
course_1137,lecture_6469,Apache Maven: Beginner to Guru,Using Maven Surefire for JUnit 5 Unit Tests
course_1040,lecture_923,Artificial Intelligence & Machine Learning for Business,Promises of Artificial Intelligence
course_1839,lecture_1079,Software Architecture Case Studies,Write the Architecture Document
course_1302,lecture_4752,AZ-801 Configuring Windows Server Hybrid Advanced Services,Transfer and Migrate data to Azure file shares
course_2105,lecture_1353,Microsoft Excel - Excel from Beginner to Advanced,Editing Excel Conditional Formatting
course_699,lecture_3401,Graph Theory,Planar Graphs
course_1440,lecture_3307,AWS Serverless REST APIs for Java Developers. CI/CD included,Using ID token with Cognito Authorizer
course_903,lecture_1571,A Big Data Hadoop and Spark project for absolute beginners,What is Databricks
course_1868,lecture_1365,Brief Intro to Commercial Real Estate,Measuring Efficiency - Internal Rate of Return
course_1969,lecture_1236,"Learn SAP ABAP Programming reports, forms,  CDS, AMDP & more",Call One AMDP Inside Another AMDP
course_756,lecture_4480,Kubernetes Hands-On - Deploy Microservices to the AWS Cloud,Accessing MySQL from a Pod
course_684,lecture_3891,CompTIA A+ Core 1 (220-1101) Complete Course & Practice Exam,Disassembling a Laptop (OBJ. 1.1)
course_1421,lecture_6506,AWS Cloud Development Kit (CDK) - V2- Beginner to Advanced,Building and Deploying a CI-CD Pipeline using AWS CDK v2
course_2239,lecture_9373,Terraform on AWS EKS Kubernetes IaC SRE- 50 Real-World Demos,Step-03: Create EKS Cluster Terraform Resource
course_1619,lecture_128,Intro to Fluid Mechanics for Engineering Students Part 1,Viscosity
course_578,lecture_707,C# 10 | Ultimate Guide - Beginner to Advanced | Master class,Deep Copy
course_1733,lecture_7601,Banking Credit Analysis Process (for Bankers),What is Supply Chain ?
course_180,lecture_4430,GUI Development with Python and Tkinter,Scales in tkinter
course_1034,lecture_4191,React 18  Tutorial and Projects Course (2023),Component Re-renders
course_2088,lecture_939,SystemVerilog for Verification Part 1: Fundamentals,Usage of Queue
course_1331,lecture_5515,[NEW] AWS Certified Data Engineer Associate 2023 - Hands On!,AWS Step Functions
course_516,lecture_4799,ChatGPT Masterclass - Build Solutions and Apps with ChatGPT,Running the ChatGPT API from Outlook
course_100,lecture_5588,Big Data with Apache Spark 3 and Python: From Zero to Expert,SQL queries in PySpark
course_2241,lecture_8063,"REST API Design, Development & Management",Securing API with Tokens & JWT
course_690,lecture_3863,Tableau Data Analyst Certification Prep 2023,Aggregations in Tableau
course_2312,lecture_5609,Salesforce Data Architect Course,Data Deletion Techniques
course_696,lecture_5449,The Complete PowerPoint and Presentation Skills Masterclass,The Essential Steps of Creating PowerPoint Presentations
course_1644,lecture_7472,Snowflake Masterclass[stored proc+demos+Best practices+Labs],Creating transient database in snowflake.
course_1500,lecture_7703,Unreal Engine 5: The Complete Beginner's Course,Blueprint Classes
course_2372,lecture_6725,Python for Computer Vision with OpenCV and Deep Learning,Introduction to Deep Learning for Computer Vision
course_544,lecture_6579,Master Microsoft Excel Macros and Excel VBA,Excel VBA Concepts
course_1389,lecture_8450,Selenium Java Test Framework & Best Practices - Masterclass,Hardcoded Test Data
course_2296,lecture_9250,The Complete Artificial Intelligence and ChatGPT Course,[A] Intro to OpenAI API
course_2153,lecture_7313,The Modern Python 3 Bootcamp,Bulk Inserts With Python
course_2296,lecture_4562,The Complete Artificial Intelligence and ChatGPT Course,[A/C] Large Language Models [Optional Lecture]
course_327,lecture_4542,"Azure Function, Logic Apps & Blob Storage for .NET Developer",6 Azure function Timer Trigger
course_557,lecture_4112,Data Structures and Algorithms:  Deep Dive Using Java,Introduction to Algorithms
course_293,lecture_4242,Ultimate AWS Certified Solutions Architect Associate SAA-C03,EC2 Instance Connect
course_2263,lecture_5270,[NEW] Building Microservices with Spring Boot & Spring Cloud,Create Spring Boot REST API returns List
course_1892,lecture_6785,DP-900 Microsoft Azure Data Fundamentals Certification 2023,Azure SQL Managed Instance
course_2223,lecture_3647,Master Data Engineering using Azure Data Analytics,Create ADF Data Flow with Azure SQL Database Table as Source
course_1939,lecture_481,Learn Big Data: The Hadoop Ecosystem Masterclass,Introduction to Realtime Processing
course_702,lecture_1238,Python for Data Science (2023),Extracting all Countries
course_296,lecture_7996,SC-300 : Microsoft Identity and Access Administrator,Azure AD - Custom Roles
course_398,lecture_6146,How to Start a YouTube Automation Channel & Monetize It Fast,This New AI Software Creates YouTube Automation Videos FOR YOU Automatically
course_1498,lecture_5528,AZ-305 - Designing Azure Infrastructure Solutions 2023,Data transfer options to Azure Storage
course_395,lecture_4460,Building Acoustics and Noise Control,Placement of Acoustic Treatment
course_1590,lecture_4466,Java Data Structures and Algorithms Masterclass,Types of Graph
course_997,lecture_2171,SQL Server Administration Part 3,12. Log shipping Manual Failover part 1
course_2042,lecture_4160,SAP Security Administration,Creating and Maintaining User Master Data
course_2213,lecture_7531,SAP Simplified for Absolute Beginners,What's in a Customer Master Data Record?
course_265,lecture_7452,VEEAM Backup & Replication V12 course / LAB & VMCE questions,Take your VM backup to Azure (offsite)
course_348,lecture_1368,Complete Introduction to Microsoft Power BI [2023 Edition],Introduction to Signing Up for Power BI
course_657,lecture_2310,Mastering Visual Studio Code,Java debugger
course_244,lecture_406,Microsoft Azure - Beginner's Guide + AZ-900 -  2023,Lab - Azure Table Storage
course_820,lecture_5789,AZ-700 Designing and Implementing Azure Networking Exam Prep,Create Azure Private Link and Private Endpoint
course_340,lecture_6217,Building Real-Time REST APIs with Spring Boot - Blog App,Set up MySQL Database in AWS cloud using RDS Service
course_1157,lecture_7,"Artificial Intelligence for Finance, Accounting & Auditing","The Future of AI in Accounting, Auditing and Finance"
course_214,lecture_6150,The Essentials of Business Analyst- 6 PDUs,Business Analyst vs. Project Manager
course_2160,lecture_1640,Advanced C Programming Course,Predefined Macros
course_952,lecture_4043,Learn to debug code in SAP S/4 HANA,Debugging Smartforms Part 1
course_1819,lecture_7399,Top 150+ QA Automation Interview Questions & Resume Tips,Part 1 - Automation Framework Interview Questions
course_1212,lecture_803,TOTAL: CompTIA A+ Core 2 (220-1102) Course + Practice Test,Connecting to a Wi-Fi Network
course_1369,lecture_8240,Java Foundations: The Complete Course with Java 21 Updates,Debugging Code: Part Two
course_528,lecture_3963,The Complete Foundation Stock Trading Course,Candlesticks
course_1986,lecture_6244,Data Engineering using AWS Data Analytics,Setup Virtual Environment and Install Pyspark
course_1492,lecture_3669,Learning and Development Tools and Methods,"How to: Personal Development Plans, part 2"
course_711,lecture_5052,Master Spring Data JPA with Hibernate: E-Commerce Project,Spring Data JPA - Pagination Implementation
course_460,lecture_7340,[NEW] AWS Certified SAP on AWS Specialty - Hands On Guide,S3 Storage Class Analysis and Storage Lifecycle Policies
course_650,lecture_1901,"SAP HANA Implementation, Modeling and Reporting Course",Currency conversion
course_2358,lecture_3862,Learn FPGA Design With VHDL (Intel/Altera),The Process Block
course_384,lecture_3713,Google Cloud (GCP) MasterClass 2023 : GCP for Beginner - Pro,GCP Associate Cloud Engineer Exam Blue Print
course_1003,lecture_4792,"Chart JS, the complete guide. ChartJS missing manual.",Chart JS Course: Bubble Chart End
course_1969,lecture_2476,"SAP ABAP Programming Reports, Adobe Forms, CDS, AMDP & more",Sub Forms In Adobe Forms Part 2
course_1954,lecture_3011,Rest API Testing (Automation) from Scratch-Rest Assured Java,Build POJO classes for constructing Json Payload to API Rec 12-19-19 2
course_750,lecture_3570,Python for Data Science and Machine Learning Bootcamp,TensorFlow 2.0  Project Notebook Overview
course_998,lecture_9256,Mantaflow Fluid Simulation Guide in Blender,Simulating the Fluid
course_55,lecture_2000,Google Cloud Developer - GCP Professional Certification,Step 01 - Enhance Security with Cloud Armor
course_492,lecture_3512,"AWS & Typescript Masterclass - CDK V2, Serverless, React",AWS SDK
course_1874,lecture_4641,SAP for Retail Essentials: Learn SAP Retail Introduction,Understanding SAP Allocation Planning
course_417,lecture_6335,CompTIA Cloud+ CV0-003 All-In-One,Cloud Migrations Module Introduction
course_1005,lecture_8080,Master Data Engineering using GCP Data Analytics,Getting Started with Spark SQL Example using Databricks
course_1141,lecture_6572,Ultimate Power Electronics and Electrical Protection Bundle,Principle of Operation and Selection of Low Voltage Circuit Breakers
course_999,lecture_2456,Learn Maya - A Beginners guide to Creating Realistic Scenes,Wizard Desktop Project - Variation shader
course_1554,lecture_8590,Spring Framework 5: Beginner to Guru,JPA Entities
course_2337,lecture_7319,Leadership & Management Skills: 2-in-1 Masterclass,Developing a Personal Leadership Development Plan
course_2097,lecture_8390,International Logistics & Transportation in Supply Chain.,Commodities in International Trade
course_684,lecture_3721,CompTIA A+ Core 1 (220-1101) Complete Course & Practice Exam,Configuring a RAID (OBJ. 3.3)
course_655,lecture_1917,GCP for Beginners - Become a Google Cloud Digital Leader,Step 05 - Demo - Playing with Cloud Spanner V2
course_1664,lecture_1294,GCP Professional Cloud Architect: Google Cloud Certification,Step 05 - Planning for Security in Google Cloud Platform
course_219,lecture_8252,Hardware Asset Management in ServiceNow,Hardware Asset Management Specialist Certification
course_2333,lecture_7792,SAP : Supply Chain Logistics & Transportation in S/4 HANA,SAP - Route Part 2
course_1490,lecture_2481,Microservices Architecture and Implementation on .NET 5,Containerize Basket and Ordering Microservices w/ RabbitMQ using Docker Compose
course_156,lecture_5249,AWS Certified Cloud Practitioner 2023 [NEW],Infrastructure as Code
course_1950,lecture_3530,[2023] Information Security A-Z™: Cyber Security Bootcamp,Information Security Risk Identification
course_2143,lecture_5991,Mastering Data Structures & Algorithms using C and C++,Spanning Trees
course_1003,lecture_2315,"Chart JS, the complete guide. ChartJS missing manual.",How to create a doughnut chart with text label in the center
course_266,lecture_6970,The Complete Electronics Course 2022: Analog Hardware Design,Caps of Various Capacitances
course_1534,lecture_2832,Katalon Studio Beginners - Hands-on Training,How to Clone Git repository on Jenkins
course_721,lecture_4615,AZ-900 Microsoft Azure Fundamentals in a Weekend,Step 01 - Getting Started with Azure Storage
course_603,lecture_1978,Docker - Hands On for Java Developers,Introducing Docker
course_2158,lecture_8153,Windows Server 2019 Administration,Active Directory Objects
course_642,lecture_4669,ASP.NET Core Razor Pages - ASP.NET Core MVC Alternate,Add Connection String and Injecting DbContext Into Program.cs
course_574,lecture_253,SAP S/4HANA Finance & Controlling - Configuration & End User,Introduction to SAP S/4HANA
course_2258,lecture_1723,"Java EE with Vaadin, JPA, Microservices, Spring and Maven",Using annotations in Spring Boot
course_1960,lecture_5335,XRAY Test Management for Jira Software (Cloud) 2022,Issue Types in Xray
course_530,lecture_2243,Remix.js - The Practical Guide,Managing Errors Inside Components
course_655,lecture_693,GCP for Beginners - Become a Google Cloud Digital Leader,Step 01 - Get Ready - Google Cloud - Cloud Digital Leader Certification
course_1144,lecture_8142,Data Mining for Business Analytics & Data Analysis in Python,Python - Standardizing Variables
course_799,lecture_4420,MATLAB/SIMULINK Bible | Go From Zero to Hero + ChatGPT!,How to Develop a DC Motor Mathematical Model
course_1291,lecture_3368,[PRACTICE TEST] AZ-104 Microsoft Azure Administrator w/ Labs,Provide access to a file in Azure storage account - 2
course_310,lecture_9049,Learn Azure DevOps CI/CD pipelines,Azure DevOps architecture
course_1170,lecture_4219,"Fraud Prevention, Dispute Resolution and PCI-DSS Masterclass",Data Retention and Disposal
course_695,lecture_5084,Python on the Backend,Compiled vs Interpreted Languages
course_1678,lecture_6143,Java Spring Boot Using Intellij | Build a Real-world Project,Spring vs Spring boot
course_2208,lecture_6973,Oracle SQL Performance Tuning Masterclass (2024),Oracle Database Architecture Overview (Part 2)
course_952,lecture_3994,Learn to debug code in SAP S/4 HANA,Debugging AMDP
course_2237,lecture_8026,HashiCorp Certified: Terraform Associate -50 Practical Demos,Step-10: Import Terraform Module from Github and Review
course_1957,lecture_5489,Microsoft Excel Pivot Tables - Beginner to Advanced,Removing Duplicate Records from Excel List
course_1299,lecture_4042,Excel Financial Modeling and Business Analysis Masterclass,Cash flow budgeting in Excel
course_635,lecture_5535,PMP Certification Exam (PMI) Prep: A Complete Guide- 35 PDUs,PMP Exam - Application process walkthrough (LIVE DEMO)
course_1664,lecture_1302,GCP Professional Cloud Architect: Google Cloud Certification,Step 01 - Planning Cloud Migrations to Google Cloud Platform
course_1678,lecture_6140,Java Spring Boot Using Intellij | Build a Real-world Project,What is the Spring framework?
course_1316,lecture_7842,Java Persistence: Hibernate and JPA Fundamentals,Stored Procedures
course_1432,lecture_5289,AZ-500 Microsoft Azure Security Exam Certification 2022,NEW - Lab - Azure Container Instance - Service principal
course_59,lecture_3023,SAP SD Training - in Plain English,What is Output Determination ? ( + notes )
course_800,lecture_548,"Learn LangChain, Pinecone & OpenAI: Build Next-Gen LLM Apps",Prompt Templates
course_2119,lecture_5806,AZ-500 Microsoft Azure Security Technologies Exam Prep,Private Link Private Endpoints
course_1738,lecture_868,SAP SD - S/4HANA / Fiori,Consignment Pick-Up Process
course_1504,lecture_308,Master Drools Programming - Learn How to Write Drools Rules,Basic components of Drools rule engine
course_335,lecture_7453,Illustrator 2022 MasterClass,Opacity Mask
course_2029,lecture_4030,Non-Destructive Testing Level II Full Course | NDT Course,Interview Question for Visual Testing
course_1276,lecture_188,Data Management Masterclass - The Complete Course,What is Metadata
course_1490,lecture_2487,Microservices Architecture and Implementation on .NET 5,Test on Docker environment - Basket and Ordering with RabbitMQ in Docker-Compose
course_2127,lecture_1428,WannaBeA CCSP,Topic 4.4: Apply Cloud Software Assurance and Validation
course_438,lecture_6710,Power Automate - Complete Guide to Power Automate Desktop,Scheduled Cloud Flow
course_759,lecture_8580,Up & Running with Google Sheets,Opening & Converting Excel Files
course_953,lecture_1081,Azure Architect Technologies,NEW - Azure Storage Accounts - File Service
course_1241,lecture_1036,Product Owner Fundamentals - IIBA Endorsed,Skills and Traits of an Effective Product Owner
course_2113,lecture_8011,Java Design Patterns,Install Spring Tool Suite
course_1320,lecture_4074,SAP Supply Chain : Learn EDI & Idocs Interface Architecture,SAP : Inbound ORDERS to Purchase Order Confirmation  : Config and Demo
course_1003,lecture_3596,"Chart JS, the complete guide. ChartJS missing manual.",Chart JS Course: Doughnut / Pie Chart borderColor
course_229,lecture_5878,C Programming Masterclass: Pointers & Advanced C Language,IMPORTANT Solution - Create and Pass 1D Array using Pointer to Pointer!
course_1243,lecture_7843,The Digital Marketing Handbook: 150+ Hacks,Anti-Spam
course_2264,lecture_3273,"Asynchronous JavaScript: Promises, Callbacks, Async Await",How To Create A Promise
course_1733,lecture_7629,Banking Credit Analysis Process (for Bankers),Why Supply Chain Financing is important?
